global_id	node_type	primary_key	name
24126	standings	12279	
24127	standings	12280	
24128	standings	12281	
24129	standings	12282	
24130	standings	12283	
24131	standings	12284	
24132	standings	12285	
24133	standings	12286	
24134	standings	12287	
24135	standings	12288	
24136	standings	12289	
24137	standings	12290	
24138	standings	12291	
24139	standings	12292	
24140	standings	12293	
24141	standings	12294	
24142	standings	12295	
24143	standings	12296	
24144	standings	12297	
24145	standings	12298	
24146	standings	12299	
24147	standings	12300	
24148	standings	12301	
24149	standings	12302	
24150	standings	12303	
24151	standings	12304	
24152	standings	12305	
24153	standings	12306	
24154	standings	12307	
24155	standings	12308	
24156	standings	12309	
24157	standings	12310	
24158	standings	12311	
24159	standings	12312	
24160	standings	12313	
24161	standings	12314	
24162	standings	12315	
24163	standings	12316	
24164	standings	12317	
24165	standings	12318	
24166	standings	12319	
24167	standings	12320	
24168	standings	12321	
24169	standings	12322	
24170	standings	12323	
24171	standings	12324	
24172	standings	12325	
24173	standings	12326	
24174	standings	12327	
24175	standings	12328	
24176	standings	12329	
24177	standings	12330	
24178	standings	12331	
24179	standings	12332	
24180	standings	12333	
24181	standings	12334	
24182	standings	12335	
24183	standings	12336	
24184	standings	12337	
24185	standings	12338	
24186	standings	12339	
24187	standings	12340	
24188	standings	12341	
24189	standings	12342	
24190	standings	12343	
24191	standings	12344	
24192	standings	12345	
24193	standings	12346	
24194	standings	12347	
24195	standings	12348	
24196	standings	12349	
24197	standings	12350	
24198	standings	12351	
24199	standings	12352	
24200	standings	12353	
24201	standings	12354	
24202	standings	12355	
24203	standings	12356	
24204	standings	12357	
24205	standings	12358	
24206	standings	12359	
24207	standings	12360	
24208	standings	12361	
24209	standings	12362	
24210	standings	12363	
24211	standings	12364	
24212	standings	12365	
24213	standings	12366	
24214	standings	12367	
24215	standings	12368	
24216	standings	12369	
24217	standings	12370	
24218	standings	12371	
24219	standings	12372	
24220	standings	12373	
24221	standings	12374	
24222	standings	12375	
24223	standings	12376	
24224	standings	12377	
24225	standings	12378	
24226	standings	12379	
24227	standings	12380	
24228	standings	12381	
24229	standings	12382	
24230	standings	12383	
24231	standings	12384	
24232	standings	12385	
24233	standings	12386	
24234	standings	12387	
24235	standings	12388	
24236	standings	12389	
24237	standings	12390	
24238	standings	12391	
24239	standings	12392	
24240	standings	12393	
24241	standings	12394	
24242	standings	12395	
24243	standings	12396	
24244	standings	12397	
24245	standings	12398	
24246	standings	12399	
24247	standings	12400	
24248	standings	12401	
24249	standings	12402	
24250	standings	12403	
24251	standings	12404	
24252	standings	12405	
24253	standings	12406	
24254	standings	12407	
24255	standings	12408	
24256	standings	12409	
24257	standings	12410	
24258	standings	12411	
24259	standings	12412	
24260	standings	12413	
24261	standings	12414	
24262	standings	12415	
24263	standings	12416	
24264	standings	12417	
24265	standings	12418	
24266	standings	12419	
24267	standings	12420	
24268	standings	12421	
24269	standings	12422	
24270	standings	12423	
24271	standings	12424	
24272	standings	12425	
24273	standings	12426	
24274	standings	12427	
24275	standings	12428	
24276	standings	12429	
24277	standings	12430	
24278	standings	12431	
24279	standings	12432	
24280	standings	12433	
24281	standings	12434	
24282	standings	12435	
24283	standings	12436	
24284	standings	12437	
24285	standings	12438	
24286	standings	12439	
24287	standings	12440	
24288	standings	12441	
24289	standings	12442	
24290	standings	12443	
24291	standings	12444	
24292	standings	12445	
24293	standings	12446	
24294	standings	12447	
24295	standings	12448	
24296	standings	12449	
24297	standings	12450	
24298	standings	12451	
24299	standings	12452	
24300	standings	12453	
24301	standings	12454	
24302	standings	12455	
24303	standings	12456	
24304	standings	12457	
24305	standings	12458	
24306	standings	12459	
24307	standings	12460	
24308	standings	12461	
24309	standings	12462	
24310	standings	12463	
24311	standings	12464	
24312	standings	12465	
24313	standings	12466	
24314	standings	12467	
24315	standings	12468	
24316	standings	12469	
24317	standings	12470	
24318	standings	12471	
24319	standings	12472	
24320	standings	12473	
24321	standings	12474	
24322	standings	12475	
24323	standings	12476	
24324	standings	12477	
24325	standings	12478	
24326	standings	12479	
24327	standings	12480	
24328	standings	12481	
24329	standings	12482	
24330	standings	12483	
24331	standings	12484	
24332	standings	12485	
24333	standings	12486	
24334	standings	12487	
24335	standings	12488	
24336	standings	12489	
24337	standings	12490	
24338	standings	12491	
24339	standings	12492	
24340	standings	12493	
24341	standings	12494	
24342	standings	12495	
24343	standings	12496	
24344	standings	12497	
24345	standings	12498	
24346	standings	12499	
24347	standings	12500	
24348	standings	12501	
24349	standings	12502	
24350	standings	12503	
24351	standings	12504	
24352	standings	12505	
24353	standings	12506	
24354	standings	12507	
24355	standings	12508	
24356	standings	12509	
24357	standings	12510	
24358	standings	12511	
24359	standings	12512	
24360	standings	12513	
24361	standings	12514	
24362	standings	12515	
24363	standings	12516	
24364	standings	12517	
24365	standings	12518	
24366	standings	12519	
24367	standings	12520	
24368	standings	12521	
24369	standings	12522	
24370	standings	12523	
24371	standings	12524	
24372	standings	12525	
24373	standings	12526	
24374	standings	12527	
24375	standings	12528	
24376	standings	12529	
24377	standings	12530	
24378	standings	12531	
24379	standings	12532	
24380	standings	12533	
24381	standings	12534	
24382	standings	12535	
24383	standings	12536	
24384	standings	12537	
24385	standings	12538	
24386	standings	12539	
24387	standings	12540	
24388	standings	12541	
24389	standings	12542	
24390	standings	12543	
24391	standings	12544	
24392	standings	12545	
24393	standings	12546	
24394	standings	12547	
24395	standings	12548	
24396	standings	12549	
24397	standings	12550	
24398	standings	12551	
24399	standings	12552	
24400	standings	12553	
24401	standings	12554	
24402	standings	12555	
24403	standings	12556	
24404	standings	12557	
24405	standings	12558	
24406	standings	12559	
24407	standings	12560	
24408	standings	12561	
24409	standings	12562	
24410	standings	12563	
24411	standings	12564	
24412	standings	12565	
24413	standings	12566	
24414	standings	12567	
24415	standings	12568	
24416	standings	12569	
24417	standings	12570	
24418	standings	12571	
24419	standings	12572	
24420	standings	12573	
24421	standings	12574	
24422	standings	12575	
24423	standings	12576	
24424	standings	12577	
24425	standings	12578	
24426	standings	12579	
24427	standings	12580	
24428	standings	12581	
24429	standings	12582	
24430	standings	12583	
24431	standings	12584	
24432	standings	12585	
24433	standings	12586	
24434	standings	12587	
24435	standings	12588	
24436	standings	12589	
24437	standings	12590	
24438	standings	12591	
24439	standings	12592	
24440	standings	12593	
24441	standings	12594	
24442	standings	12595	
24443	standings	12596	
24444	standings	12597	
24445	standings	12598	
24446	standings	12599	
24447	standings	12600	
24448	standings	12601	
24449	standings	12602	
24450	standings	12603	
24451	standings	12604	
24452	standings	12605	
24453	standings	12606	
24454	standings	12607	
24455	standings	12608	
24456	standings	12609	
24457	standings	12610	
24458	standings	12611	
24459	standings	12612	
24460	standings	12613	
24461	standings	12614	
24462	standings	12615	
24463	standings	12616	
24464	standings	12617	
24465	standings	12618	
24466	standings	12619	
24467	standings	12620	
24468	standings	12621	
24469	standings	12622	
24470	standings	12623	
24471	standings	12624	
24472	standings	12625	
24473	standings	12626	
24474	standings	12627	
24475	standings	12628	
24476	standings	12629	
24477	standings	12630	
24478	standings	12631	
24479	standings	12632	
24480	standings	12633	
24481	standings	12634	
24482	standings	12635	
24483	standings	12636	
24484	standings	12637	
24485	standings	12638	
24486	standings	12639	
24487	standings	12640	
24488	standings	12641	
24489	standings	12642	
24490	standings	12643	
24491	standings	12644	
24492	standings	12645	
24493	standings	12646	
24494	standings	12647	
24495	standings	12648	
24496	standings	12649	
24497	standings	12650	
24498	standings	12651	
24499	standings	12652	
24500	standings	12653	
24501	standings	12654	
24502	standings	12655	
24503	standings	12656	
24504	standings	12657	
24505	standings	12658	
24506	standings	12659	
24507	standings	12660	
24508	standings	12661	
24509	standings	12662	
24510	standings	12663	
24511	standings	12664	
24512	standings	12665	
24513	standings	12666	
24514	standings	12667	
24515	standings	12668	
24516	standings	12669	
24517	standings	12670	
24518	standings	12671	
24519	standings	12672	
24520	standings	12673	
24521	standings	12674	
24522	standings	12675	
24523	standings	12676	
24524	standings	12677	
24525	standings	12678	
24526	standings	12679	
24527	standings	12680	
24528	standings	12681	
24529	standings	12682	
24530	standings	12683	
24531	standings	12684	
24532	standings	12685	
24533	standings	12686	
24534	standings	12687	
24535	standings	12688	
24536	standings	12689	
24537	standings	12690	
24538	standings	12691	
24539	standings	12692	
24540	standings	12693	
24541	standings	12694	
24542	standings	12695	
24543	standings	12696	
24544	standings	12697	
24545	standings	12698	
24546	standings	12699	
24547	standings	12700	
24548	standings	12701	
24549	standings	12702	
24550	standings	12703	
24551	standings	12704	
24552	standings	12705	
24553	standings	12706	
24554	standings	12707	
24555	standings	12708	
24556	standings	12709	
24557	standings	12710	
24558	standings	12711	
24559	standings	12712	
24560	standings	12713	
24561	standings	12714	
24562	standings	12715	
24563	standings	12716	
24564	standings	12717	
24565	standings	12718	
24566	standings	12719	
24567	standings	12720	
24568	standings	12721	
24569	standings	12722	
24570	standings	12723	
24571	standings	12724	
24572	standings	12725	
24573	standings	12726	
24574	standings	12727	
24575	standings	12728	
24576	standings	12729	
24577	standings	12730	
24578	standings	12731	
24579	standings	12732	
24580	standings	12733	
24581	standings	12734	
24582	standings	12735	
24583	standings	12736	
24584	standings	12737	
24585	standings	12738	
24586	standings	12739	
24587	standings	12740	
24588	standings	12741	
24589	standings	12742	
24590	standings	12743	
24591	standings	12744	
24592	standings	12745	
24593	standings	12746	
24594	standings	12747	
24595	standings	12748	
24596	standings	12749	
24597	standings	12750	
24598	standings	12751	
24599	standings	12752	
24600	standings	12753	
24601	standings	12754	
24602	standings	12755	
24603	standings	12756	
24604	standings	12757	
24605	standings	12758	
24606	standings	12759	
24607	standings	12760	
24608	standings	12761	
24609	standings	12762	
24610	standings	12763	
24611	standings	12764	
24612	standings	12765	
24613	standings	12766	
24614	standings	12767	
24615	standings	12768	
24616	standings	12769	
24617	standings	12770	
24618	standings	12771	
24619	standings	12772	
24620	standings	12773	
24621	standings	12774	
24622	standings	12775	
24623	standings	12776	
24624	standings	12777	
24625	standings	12778	
24626	standings	12779	
24627	standings	12780	
24628	standings	12781	
24629	standings	12782	
24630	standings	12783	
24631	standings	12784	
24632	standings	12785	
24633	standings	12786	
24634	standings	12787	
24635	standings	12788	
24636	standings	12789	
24637	standings	12790	
24638	standings	12791	
24639	standings	12792	
24640	standings	12793	
24641	standings	12794	
24642	standings	12795	
24643	standings	12796	
24644	standings	12797	
24645	standings	12798	
24646	standings	12799	
24647	standings	12800	
24648	standings	12801	
24649	standings	12802	
24650	standings	12803	
24651	standings	12804	
24652	standings	12805	
24653	standings	12806	
24654	standings	12807	
24655	standings	12808	
24656	standings	12809	
24657	standings	12810	
24658	standings	12811	
24659	standings	12812	
24660	standings	12813	
24661	standings	12814	
24662	standings	12815	
24663	standings	12816	
24664	standings	12817	
24665	standings	12818	
24666	standings	12819	
24667	standings	12820	
24668	standings	12821	
24669	standings	12822	
24670	standings	12823	
24671	standings	12824	
24672	standings	12825	
24673	standings	12826	
24674	standings	12827	
24675	standings	12828	
24676	standings	12829	
24677	standings	12830	
24678	standings	12831	
24679	standings	12832	
24680	standings	12833	
24681	standings	12834	
24682	standings	12835	
24683	standings	12836	
24684	standings	12837	
24685	standings	12838	
24686	standings	12839	
24687	standings	12840	
24688	standings	12841	
24689	standings	12842	
24690	standings	12843	
24691	standings	12844	
24692	standings	12845	
24693	standings	12846	
24694	standings	12847	
24695	standings	12848	
24696	standings	12849	
24697	standings	12850	
24698	standings	12851	
24699	standings	12852	
24700	standings	12853	
24701	standings	12854	
24702	standings	12855	
24703	standings	12856	
24704	standings	12857	
24705	standings	12858	
24706	standings	12859	
24707	standings	12860	
24708	standings	12861	
24709	standings	12862	
24710	standings	12863	
24711	standings	12864	
24712	standings	12865	
24713	standings	12866	
24714	standings	12867	
24715	standings	12868	
24716	standings	12869	
24717	standings	12870	
24718	standings	12871	
24719	standings	12872	
24720	standings	12873	
24721	standings	12874	
24722	standings	12875	
24723	standings	12876	
24724	standings	12877	
24725	standings	12878	
24726	standings	12879	
24727	standings	12880	
24728	standings	12881	
24729	standings	12882	
24730	standings	12883	
24731	standings	12884	
24732	standings	12885	
24733	standings	12886	
24734	standings	12887	
24735	standings	12888	
24736	standings	12889	
24737	standings	12890	
24738	standings	12891	
24739	standings	12892	
24740	standings	12893	
24741	standings	12894	
24742	standings	12895	
24743	standings	12896	
24744	standings	12897	
24745	standings	12898	
24746	standings	12899	
24747	standings	12900	
24748	standings	12901	
24749	standings	12902	
24750	standings	12903	
24751	standings	12904	
24752	standings	12905	
24753	standings	12906	
24754	standings	12907	
24755	standings	12908	
24756	standings	12909	
24757	standings	12910	
24758	standings	12911	
24759	standings	12912	
24760	standings	12913	
24761	standings	12914	
24762	standings	12915	
24763	standings	12916	
24764	standings	12917	
24765	standings	12918	
24766	standings	12919	
24767	standings	12920	
24768	standings	12921	
24769	standings	12922	
24770	standings	12923	
24771	standings	12924	
24772	standings	12925	
24773	standings	12926	
24774	standings	12927	
24775	standings	12928	
24776	standings	12929	
24777	standings	12930	
24778	standings	12931	
24779	standings	12932	
24780	standings	12933	
24781	standings	12934	
24782	standings	12935	
24783	standings	12936	
24784	standings	12937	
24785	standings	12938	
24786	standings	12939	
24787	standings	12940	
24788	standings	12941	
24789	standings	12942	
24790	standings	12943	
24791	standings	12944	
24792	standings	12945	
24793	standings	12946	
24794	standings	12947	
24795	standings	12948	
24796	standings	12949	
24797	standings	12950	
24798	standings	12951	
24799	standings	12952	
24800	standings	12953	
24801	standings	12954	
24802	standings	12955	
24803	standings	12956	
24804	standings	12957	
24805	standings	12958	
24806	standings	12959	
24807	standings	12960	
24808	standings	12961	
24809	standings	12962	
24810	standings	12963	
24811	standings	12964	
24812	standings	12965	
24813	standings	12966	
24814	standings	12967	
24815	standings	12968	
24816	standings	12969	
24817	standings	12970	
24818	standings	12971	
24819	standings	12972	
24820	standings	12973	
24821	standings	12974	
24822	standings	12975	
24823	standings	12976	
24824	standings	12977	
24825	standings	12978	
24826	standings	12979	
24827	standings	12980	
24828	standings	12981	
24829	standings	12982	
24830	standings	12983	
24831	standings	12984	
24832	standings	12985	
24833	standings	12986	
24834	standings	12987	
24835	standings	12988	
24836	standings	12989	
24837	standings	12990	
24838	standings	12991	
24839	standings	12992	
24840	standings	12993	
24841	standings	12994	
24842	standings	12995	
24843	standings	12996	
24844	standings	12997	
24845	standings	12998	
24846	standings	12999	
24847	standings	13000	
24848	standings	13001	
24849	standings	13002	
24850	standings	13003	
24851	standings	13004	
24852	standings	13005	
24853	standings	13006	
24854	standings	13007	
24855	standings	13008	
24856	standings	13009	
24857	standings	13010	
24858	standings	13011	
24859	standings	13012	
24860	standings	13013	
24861	standings	13014	
24862	standings	13015	
24863	standings	13016	
24864	standings	13017	
24865	standings	13018	
24866	standings	13019	
24867	standings	13020	
24868	standings	13021	
24869	standings	13022	
24870	standings	13023	
24871	standings	13024	
24872	standings	13025	
24873	standings	13026	
24874	standings	13027	
24875	standings	13028	
24876	standings	13029	
24877	standings	13030	
24878	standings	13031	
24879	standings	13032	
24880	standings	13033	
24881	standings	13034	
24882	standings	13035	
24883	standings	13036	
24884	standings	13037	
24885	standings	13038	
24886	standings	13039	
24887	standings	13040	
24888	standings	13041	
24889	standings	13042	
24890	standings	13043	
24891	standings	13044	
24892	standings	13045	
24893	standings	13046	
24894	standings	13047	
24895	standings	13048	
24896	standings	13049	
24897	standings	13050	
24898	standings	13051	
24899	standings	13052	
24900	standings	13053	
24901	standings	13054	
24902	standings	13055	
24903	standings	13056	
24904	standings	13057	
24905	standings	13058	
24906	standings	13059	
24907	standings	13060	
24908	standings	13061	
24909	standings	13062	
24910	standings	13063	
24911	standings	13064	
24912	standings	13065	
24913	standings	13066	
24914	standings	13067	
24915	standings	13068	
24916	standings	13069	
24917	standings	13070	
24918	standings	13071	
24919	standings	13072	
24920	standings	13073	
24921	standings	13074	
24922	standings	13075	
24923	standings	13076	
24924	standings	13077	
24925	standings	13078	
24926	standings	13079	
24927	standings	13080	
24928	standings	13081	
24929	standings	13082	
24930	standings	13083	
24931	standings	13084	
24932	standings	13085	
24933	standings	13086	
24934	standings	13087	
24935	standings	13088	
24936	standings	13089	
24937	standings	13090	
24938	standings	13091	
24939	standings	13092	
24940	standings	13093	
24941	standings	13094	
24942	standings	13095	
24943	standings	13096	
24944	standings	13097	
24945	standings	13098	
24946	standings	13099	
24947	standings	13100	
24948	standings	13101	
24949	standings	13102	
24950	standings	13103	
24951	standings	13104	
24952	standings	13105	
24953	standings	13106	
24954	standings	13107	
24955	standings	13108	
24956	standings	13109	
24957	standings	13110	
24958	standings	13111	
24959	standings	13112	
24960	standings	13113	
24961	standings	13114	
24962	standings	13115	
24963	standings	13116	
24964	standings	13117	
24965	standings	13118	
24966	standings	13119	
24967	standings	13120	
24968	standings	13121	
24969	standings	13122	
24970	standings	13123	
24971	standings	13124	
24972	standings	13125	
24973	standings	13126	
24974	standings	13127	
24975	standings	13128	
24976	standings	13129	
24977	standings	13130	
24978	standings	13131	
24979	standings	13132	
24980	standings	13133	
24981	standings	13134	
24982	standings	13135	
24983	standings	13136	
24984	standings	13137	
24985	standings	13138	
24986	standings	13139	
24987	standings	13140	
24988	standings	13141	
24989	standings	13142	
24990	standings	13143	
24991	standings	13144	
24992	standings	13145	
24993	standings	13146	
24994	standings	13147	
24995	standings	13148	
24996	standings	13149	
24997	standings	13150	
24998	standings	13151	
24999	standings	13152	
25000	standings	13153	
25001	standings	13154	
25002	standings	13155	
25003	standings	13156	
25004	standings	13157	
25005	standings	13158	
25006	standings	13159	
25007	standings	13160	
25008	standings	13161	
25009	standings	13162	
25010	standings	13163	
25011	standings	13164	
25012	standings	13165	
25013	standings	13166	
25014	standings	13167	
25015	standings	13168	
25016	standings	13169	
25017	standings	13170	
25018	standings	13171	
25019	standings	13172	
25020	standings	13173	
25021	standings	13174	
25022	standings	13175	
25023	standings	13176	
25024	standings	13177	
25025	standings	13178	
25026	standings	13179	
25027	standings	13180	
25028	standings	13181	
25029	standings	13182	
25030	standings	13183	
25031	standings	13184	
25032	standings	13185	
25033	standings	13186	
25034	standings	13187	
25035	standings	13188	
25036	standings	13189	
25037	standings	13190	
25038	standings	13191	
25039	standings	13192	
25040	standings	13193	
25041	standings	13194	
25042	standings	13195	
25043	standings	13196	
25044	standings	13197	
25045	standings	13198	
25046	standings	13199	
25047	standings	13200	
25048	standings	13201	
25049	standings	13202	
25050	standings	13203	
25051	standings	13204	
25052	standings	13205	
25053	standings	13206	
25054	standings	13207	
25055	standings	13208	
25056	standings	13209	
25057	standings	13210	
25058	standings	13211	
25059	standings	13212	
25060	standings	13213	
25061	standings	13214	
25062	standings	13215	
25063	standings	13216	
25064	standings	13217	
25065	standings	13218	
25066	standings	13219	
25067	standings	13220	
25068	standings	13221	
25069	standings	13222	
25070	standings	13223	
25071	standings	13224	
25072	standings	13225	
25073	standings	13226	
25074	standings	13227	
25075	standings	13228	
25076	standings	13229	
25077	standings	13230	
25078	standings	13231	
25079	standings	13232	
25080	standings	13233	
25081	standings	13234	
25082	standings	13235	
25083	standings	13236	
25084	standings	13237	
25085	standings	13238	
25086	standings	13239	
25087	standings	13240	
25088	standings	13241	
25089	standings	13242	
25090	standings	13243	
25091	standings	13244	
25092	standings	13245	
25093	standings	13246	
25094	standings	13247	
25095	standings	13248	
25096	standings	13249	
25097	standings	13250	
25098	standings	13251	
25099	standings	13252	
25100	standings	13253	
25101	standings	13254	
25102	standings	13255	
25103	standings	13256	
25104	standings	13257	
25105	standings	13258	
25106	standings	13259	
25107	standings	13260	
25108	standings	13261	
25109	standings	13262	
25110	standings	13263	
25111	standings	13264	
25112	standings	13265	
25113	standings	13266	
25114	standings	13267	
25115	standings	13268	
25116	standings	13269	
25117	standings	13270	
25118	standings	13271	
25119	standings	13272	
25120	standings	13273	
25121	standings	13274	
25122	standings	13275	
25123	standings	13276	
25124	standings	13277	
25125	standings	13278	
25126	standings	13279	
25127	standings	13280	
25128	standings	13281	
25129	standings	13282	
25130	standings	13283	
25131	standings	13284	
25132	standings	13285	
25133	standings	13286	
25134	standings	13287	
25135	standings	13288	
25136	standings	13289	
25137	standings	13290	
25138	standings	13291	
25139	standings	13292	
25140	standings	13293	
25141	standings	13294	
25142	standings	13295	
25143	standings	13296	
25144	standings	13297	
25145	standings	13298	
25146	standings	13299	
25147	standings	13300	
25148	standings	13301	
25149	standings	13302	
25150	standings	13303	
25151	standings	13304	
25152	standings	13305	
25153	standings	13306	
25154	standings	13307	
25155	standings	13308	
25156	standings	13309	
25157	standings	13310	
25158	standings	13311	
25159	standings	13312	
25160	standings	13313	
25161	standings	13314	
25162	standings	13315	
25163	standings	13316	
25164	standings	13317	
25165	standings	13318	
25166	standings	13319	
25167	standings	13320	
25168	standings	13321	
25169	standings	13322	
25170	standings	13323	
25171	standings	13324	
25172	standings	13325	
25173	standings	13326	
25174	standings	13327	
25175	standings	13328	
25176	standings	13329	
25177	standings	13330	
25178	standings	13331	
25179	standings	13332	
25180	standings	13333	
25181	standings	13334	
25182	standings	13335	
25183	standings	13336	
25184	standings	13337	
25185	standings	13338	
25186	standings	13339	
25187	standings	13340	
25188	standings	13341	
25189	standings	13342	
25190	standings	13343	
25191	standings	13344	
25192	standings	13345	
25193	standings	13346	
25194	standings	13347	
25195	standings	13348	
25196	standings	13349	
25197	standings	13350	
25198	standings	13351	
25199	standings	13352	
25200	standings	13353	
25201	standings	13354	
25202	standings	13355	
25203	standings	13356	
25204	standings	13357	
25205	standings	13358	
25206	standings	13359	
25207	standings	13360	
25208	standings	13361	
25209	standings	13362	
25210	standings	13363	
25211	standings	13364	
25212	standings	13365	
25213	standings	13366	
25214	standings	13367	
25215	standings	13368	
25216	standings	13369	
25217	standings	13370	
25218	standings	13371	
25219	standings	13372	
25220	standings	13373	
25221	standings	13374	
25222	standings	13375	
25223	standings	13376	
25224	standings	13377	
25225	standings	13378	
25226	standings	13379	
25227	standings	13380	
25228	standings	13381	
25229	standings	13382	
25230	standings	13383	
25231	standings	13384	
25232	standings	13385	
25233	standings	13386	
25234	standings	13387	
25235	standings	13388	
25236	standings	13389	
25237	standings	13390	
25238	standings	13391	
25239	standings	13392	
25240	standings	13393	
25241	standings	13394	
25242	standings	13395	
25243	standings	13396	
25244	standings	13397	
25245	standings	13398	
25246	standings	13399	
25247	standings	13400	
25248	standings	13401	
25249	standings	13402	
25250	standings	13403	
25251	standings	13404	
25252	standings	13405	
25253	standings	13406	
25254	standings	13407	
25255	standings	13408	
25256	standings	13409	
25257	standings	13410	
25258	standings	13411	
25259	standings	13412	
25260	standings	13413	
25261	standings	13414	
25262	standings	13415	
25263	standings	13416	
25264	standings	13417	
25265	standings	13418	
25266	standings	13419	
25267	standings	13420	
25268	standings	13421	
25269	standings	13422	
25270	standings	13423	
25271	standings	13424	
25272	standings	13425	
25273	standings	13426	
25274	standings	13427	
25275	standings	13428	
25276	standings	13429	
25277	standings	13430	
25278	standings	13431	
25279	standings	13432	
25280	standings	13433	
25281	standings	13434	
25282	standings	13435	
25283	standings	13436	
25284	standings	13437	
25285	standings	13438	
25286	standings	13439	
25287	standings	13440	
25288	standings	13441	
25289	standings	13442	
25290	standings	13443	
25291	standings	13444	
25292	standings	13445	
25293	standings	13446	
25294	standings	13447	
25295	standings	13448	
25296	standings	13449	
25297	standings	13450	
25298	standings	13451	
25299	standings	13452	
25300	standings	13453	
25301	standings	13454	
25302	standings	13455	
25303	standings	13456	
25304	standings	13457	
25305	standings	13458	
25306	standings	13459	
25307	standings	13460	
25308	standings	13461	
25309	standings	13462	
25310	standings	13463	
25311	standings	13464	
25312	standings	13465	
25313	standings	13466	
25314	standings	13467	
25315	standings	13468	
25316	standings	13469	
25317	standings	13470	
25318	standings	13471	
25319	standings	13472	
25320	standings	13473	
25321	standings	13474	
25322	standings	13475	
25323	standings	13476	
25324	standings	13477	
25325	standings	13478	
25326	standings	13479	
25327	standings	13480	
25328	standings	13481	
25329	standings	13482	
25330	standings	13483	
25331	standings	13484	
25332	standings	13485	
25333	standings	13486	
25334	standings	13487	
25335	standings	13488	
25336	standings	13489	
25337	standings	13490	
25338	standings	13491	
25339	standings	13492	
25340	standings	13493	
25341	standings	13494	
25342	standings	13495	
25343	standings	13496	
25344	standings	13497	
25345	standings	13498	
25346	standings	13499	
25347	standings	13500	
25348	standings	13501	
25349	standings	13502	
25350	standings	13503	
25351	standings	13504	
25352	standings	13505	
25353	standings	13506	
25354	standings	13507	
25355	standings	13508	
25356	standings	13509	
25357	standings	13510	
25358	standings	13511	
25359	standings	13512	
25360	standings	13513	
25361	standings	13514	
25362	standings	13515	
25363	standings	13516	
25364	standings	13517	
25365	standings	13518	
25366	standings	13519	
25367	standings	13520	
25368	standings	13521	
25369	standings	13522	
25370	standings	13523	
25371	standings	13524	
25372	standings	13525	
25373	standings	13526	
25374	standings	13527	
25375	standings	13528	
25376	standings	13529	
25377	standings	13530	
25378	standings	13531	
25379	standings	13532	
25380	standings	13533	
25381	standings	13534	
25382	standings	13535	
25383	standings	13536	
25384	standings	13537	
25385	standings	13538	
25386	standings	13539	
25387	standings	13540	
25388	standings	13541	
25389	standings	13542	
25390	standings	13543	
25391	standings	13544	
25392	standings	13545	
25393	standings	13546	
25394	standings	13547	
25395	standings	13548	
25396	standings	13549	
25397	standings	13550	
25398	standings	13551	
25399	standings	13552	
25400	standings	13553	
25401	standings	13554	
25402	standings	13555	
25403	standings	13556	
25404	standings	13557	
25405	standings	13558	
25406	standings	13559	
25407	standings	13560	
25408	standings	13561	
25409	standings	13562	
25410	standings	13563	
25411	standings	13564	
25412	standings	13565	
25413	standings	13566	
25414	standings	13567	
25415	standings	13568	
25416	standings	13569	
25417	standings	13570	
25418	standings	13571	
25419	standings	13572	
25420	standings	13573	
25421	standings	13574	
25422	standings	13575	
25423	standings	13576	
25424	standings	13577	
25425	standings	13578	
25426	standings	13579	
25427	standings	13580	
25428	standings	13581	
25429	standings	13582	
25430	standings	13583	
25431	standings	13584	
25432	standings	13585	
25433	standings	13586	
25434	standings	13587	
25435	standings	13588	
25436	standings	13589	
25437	standings	13590	
25438	standings	13591	
25439	standings	13592	
25440	standings	13593	
25441	standings	13594	
25442	standings	13595	
25443	standings	13596	
25444	standings	13597	
25445	standings	13598	
25446	standings	13599	
25447	standings	13600	
25448	standings	13601	
25449	standings	13602	
25450	standings	13603	
25451	standings	13604	
25452	standings	13605	
25453	standings	13606	
25454	standings	13607	
25455	standings	13608	
25456	standings	13609	
25457	standings	13610	
25458	standings	13611	
25459	standings	13612	
25460	standings	13613	
25461	standings	13614	
25462	standings	13615	
25463	standings	13616	
25464	standings	13617	
25465	standings	13618	
25466	standings	13619	
25467	standings	13620	
25468	standings	13621	
25469	standings	13622	
25470	standings	13623	
25471	standings	13624	
25472	standings	13625	
25473	standings	13626	
25474	standings	13627	
25475	standings	13628	
25476	standings	13629	
25477	standings	13630	
25478	standings	13631	
25479	standings	13632	
25480	standings	13633	
25481	standings	13634	
25482	standings	13635	
25483	standings	13636	
25484	standings	13637	
25485	standings	13638	
25486	standings	13639	
25487	standings	13640	
25488	standings	13641	
25489	standings	13642	
25490	standings	13643	
25491	standings	13644	
25492	standings	13645	
25493	standings	13646	
25494	standings	13647	
25495	standings	13648	
25496	standings	13649	
25497	standings	13650	
25498	standings	13651	
25499	standings	13652	
25500	standings	13653	
25501	standings	13654	
25502	standings	13655	
25503	standings	13656	
25504	standings	13657	
25505	standings	13658	
25506	standings	13659	
25507	standings	13660	
25508	standings	13661	
25509	standings	13662	
25510	standings	13663	
25511	standings	13664	
25512	standings	13665	
25513	standings	13666	
25514	standings	13667	
25515	standings	13668	
25516	standings	13669	
25517	standings	13670	
25518	standings	13671	
25519	standings	13672	
25520	standings	13673	
25521	standings	13674	
25522	standings	13675	
25523	standings	13676	
